排名,节点ID,X坐标,Y坐标,度数,介数中心性
11449,37043,396873.9639,3402956.7016,3,0.00019289
11450,45714,415322.2284,3425567.1162,4,0.00019288
11451,10997,389093.0495,3381057.4857,3,0.00019286
11452,26459,410108.0501,3392566.5492,3,0.00019284
11453,28788,384981.8287,3394174.6598,4,0.00019284
11454,24262,412339.1216,3391036.0899,3,0.00019282
11455,15690,359132.2566,3384382.0312,3,0.0001928
11456,25857,415461.9294,3392104.5711,3,0.00019273
11457,1256,394970.4475,3358778.8006,3,0.00019272
11458,44372,397053.1485,3418318.2982,4,0.00019271
11459,8448,409125.1774,3378437.717,4,0.00019265
11460,35651,418067.8733,3400785.1914,3,0.0001925
11461,16357,395200.4082,3384707.5057,4,0.00019249
11462,12611,414471.345,3382510.2647,2,0.00019242
11463,1018,340093.0472,3358399.4734,3,0.00019231
11464,18683,415425.8676,3386658.1575,3,0.00019224
11465,8999,428967.1509,3379207.6773,3,0.00019223
11466,3846,407157.2903,3368707.2511,3,0.00019214
11467,10715,412962.0738,3380811.4024,3,0.00019213
11468,32784,420453.2735,3396831.2996,3,0.00019208
11469,12075,399258.407,3382121.3418,3,0.000192
11470,2137,393735.441,3361837.2234,4,0.00019188
11471,1332,396935.2739,3358874.6483,4,0.00019186
11472,2252,395105.3825,3362232.5026,3,0.00019182
11473,40609,422025.4639,3409453.8631,4,0.00019179
11474,9752,403783.7801,3379916.0214,3,0.00019164
11475,25120,414901.836,3391463.152,2,0.00019155
11476,19129,411673.7478,3386992.2589,3,0.00019144
11477,36505,398301.4125,3402177.7844,2,0.00019141
11478,28481,410959.8074,3394038.5718,3,0.00019114
11479,6241,349454.219,3372912.9594,2,0.00019111
11480,22721,411856.4161,3390050.3216,2,0.00019103
11481,24648,412786.6364,3391195.3477,3,0.00019071
11482,12309,414918.3261,3382330.5907,2,0.00019061
11483,38086,403246.3016,3404084.1768,3,0.00019056
11484,33846,408633.4547,3397680.0213,3,0.00019054
11485,5565,402699.4617,3373404.4457,3,0.00019048
11486,45827,415229.4036,3426569.7966,4,0.00019046
11487,38969,416923.8409,3405916.8908,2,0.00019038
11488,36982,420420.7508,3402905.2768,2,0.00019019
