排名,节点ID,X坐标,Y坐标,度数,接近中心性
2271,10064,663313.5808,2764263.485,2,0.02691389
2272,1710,645386.5792,2736284.0864,3,0.02690927
2273,14057,669132.446,2754384.3793,4,0.02690015
2274,2811,664723.445,2740454.9894,3,0.02689987
2275,2687,665189.7206,2739705.1111,4,0.02689791
2276,850,643746.8634,2731026.4942,4,0.02689343
2277,2125,665342.8389,2738057.8932,4,0.02689329
2279,6396,660152.9235,2754434.4837,1,0.02689245
2278,6385,659938.6824,2754038.6683,1,0.02689245
2280,3499,659624.771,2743853.114,4,0.02689147
2281,8124,668369.9805,2757576.4566,3,0.02688712
2282,8129,668356.4641,2757589.6835,4,0.02688362
2283,9443,638637.6016,2762353.1455,4,0.02688138
2284,14110,669042.9134,2754482.3448,4,0.02687915
2285,10160,644873.0401,2764825.1927,2,0.02687481
2286,2797,664734.1007,2740430.6058,2,0.02687439
2287,13989,668696.5861,2754049.6739,3,0.02687327
2288,6788,661465.8247,2755133.0781,4,0.02686809
2289,10086,662924.1042,2764349.5329,2,0.02686362
2290,9239,669122.2498,2761678.6191,2,0.0268625
2291,10062,662451.4489,2764260.6029,3,0.02685971
2292,11757,643672.0874,2779014.1765,3,0.0268558
2293,3535,660473.1447,2743713.3141,1,0.02685035
2294,10087,663294.6346,2764298.6508,2,0.02684449
2295,7353,660524.0555,2756103.4093,3,0.02684253
2296,3529,658970.3059,2744106.8949,4,0.02683695
2297,9579,639640.2592,2762768.0498,3,0.02683681
2298,6843,661334.4876,2755171.8003,3,0.02683625
2299,2247,658154.5331,2738285.5583,2,0.02683584
2300,10042,641137.1182,2764148.7612,2,0.02683068
2301,8017,668016.6977,2757341.6614,4,0.02682928
2302,9551,650460.4547,2762509.5152,2,0.02682663
2303,8004,668012.1501,2757316.2273,3,0.02682649
2304,11959,648418.4793,2780897.874,3,0.02682496
2305,14218,666900.736,2755479.8206,4,0.02682287
2307,9528,639543.774,2762567.6087,3,0.02681841
2306,1741,646897.6351,2736503.6353,3,0.02681841
2308,10118,639403.6537,2764854.2752,2,0.02681716
2309,2568,654575.6582,2739366.6764,4,0.02681507
2310,9670,645364.9492,2762963.8787,2,0.02680866
2311,11014,663762.5242,2771339.4861,1,0.02680825
2312,941,638295.7742,2732338.9384,2,0.0268031
2313,939,638305.5615,2732314.2932,2,0.02680296
2314,7977,660982.8556,2757219.7182,3,0.02679447
2315,9663,645356.6911,2762946.7002,2,0.02679378
2316,7929,660346.8157,2757095.489,4,0.02679058
2317,8504,661045.4474,2759082.6066,2,0.02678822
2318,922,634118.6889,2730984.417,1,0.02678599
2319,7882,660490.0251,2756964.7921,3,0.02678488
2320,10081,649013.7927,2764434.96,3,0.0267828
2321,11521,648797.9188,2776272.894,3,0.02678224
2322,9922,659113.2168,2763576.9055,3,0.02678141
2323,14026,669132.6392,2754361.7734,4,0.02678127
2324,14061,669146.8659,2754385.9639,4,0.0267796
2325,9997,649774.986,2763926.1484,3,0.02677835
2326,5444,665418.9439,2752547.5994,1,0.02677724
2327,10236,667873.3772,2763341.9236,2,0.02676697
2328,8125,668346.4733,2757580.6657,4,0.02676114
2329,3858,660183.3953,2745124.7475,1,0.02676072
2330,6098,669057.3941,2753869.6341,3,0.02675864
2331,7901,660731.4867,2757024.6193,4,0.02675781
2332,2904,670839.9921,2740825.8805,4,0.02675726
2334,3872,656040.969,2745453.4892,1,0.02675393
2333,3679,654163.9405,2744431.2984,1,0.02675393
2335,2315,666352.6463,2738410.6504,4,0.02675199
2336,8108,668358.9505,2757566.5067,3,0.02674825
