u,v,euclid_dist,source
5993,7310,2579.2,vaccine
7043,9738,1492.6,vaccine
7453,10334,1686.6,vaccine
7740,9438,2553.2,vaccine
6530,7066,935.7,vaccine
7819,8758,4094.0,vaccine
8503,8765,2690.2,vaccine
9460,9689,1523.9,vaccine
6266,7914,2353.7,vaccine
4397,6347,3920.1,vaccine
5787,7003,4069.2,vaccine
6541,7385,2501.0,vaccine
7205,7747,3070.3,vaccine
18245,18790,2553.5,vaccine
18535,18815,3296.7,vaccine
7832,9632,3282.5,vaccine
9507,10221,1092.2,vaccine
6291,8696,3516.2,vaccine
7162,10573,1797.6,vaccine
7770,8809,4235.5,vaccine
8632,9738,644.5,vaccine
6218,7995,1877.6,vaccine
6719,7771,3628.9,vaccine
7518,11128,3761.1,vaccine
7165,7783,3157.9,vaccine
8628,33583,1487.8,vaccine
7783,9689,3109.1,vaccine
8693,10280,4866.5,vaccine
6240,8765,2125.7,vaccine
9619,9865,3236.9,vaccine
6600,7501,2420.2,vaccine
7880,9804,3690.9,vaccine
8585,9805,3762.7,vaccine
4398,8148,4927.2,vaccine
6344,8876,2895.2,vaccine
4780,6931,4440.8,vaccine
6610,7832,3583.2,vaccine
7466,12034,3791.1,vaccine
6878,33645,2613.9,vaccine
6349,9738,3104.3,vaccine
8730,9900,1056.6,vaccine
6347,33583,1883.6,vaccine
6557,7553,4473.0,vaccine
7217,7921,3407.0,vaccine
7633,8765,1006.6,vaccine
7862,9865,3164.1,vaccine
6842,9865,2349.1,vaccine
7243,8711,1955.3,vaccine
5174,5620,2801.1,vaccine
5460,9804,4041.1,vaccine
6335,9805,4070.0,vaccine
7971,9966,2209.9,vaccine
9707,12034,2170.0,vaccine
18042,18434,3861.9,vaccine
7600,8829,1638.8,vaccine
6385,9900,2247.3,vaccine
17390,18953,4886.9,vaccine
7703,33583,1068.6,vaccine
8201,33584,1918.1,vaccine
7277,8214,1995.9,vaccine
6372,6427,3378.6,vaccine
7667,8988,2590.8,vaccine
6923,10018,3062.3,vaccine
7287,8909,4079.1,vaccine
8458,33723,2263.7,vaccine
6358,9968,3125.4,vaccine
6942,12034,3646.7,vaccine
7676,33646,2887.7,vaccine
17595,18507,1695.6,vaccine
6832,8318,1119.8,vaccine
6347,6450,3292.9,vaccine
6424,10108,2273.5,vaccine
7337,9865,3804.5,vaccine
7707,9403,3880.5,vaccine
6427,7633,2212.9,vaccine
7730,9968,1603.3,vaccine
3396,7595,4295.5,vaccine
6432,8023,2181.8,vaccine
17461,19908,3177.3,vaccine
7318,9915,4896.1,vaccine
3590,9181,4655.9,vaccine
8482,8988,2696.2,vaccine
3160,7302,4300.6,vaccine
6555,8214,2873.0,vaccine
17675,20044,2490.5,vaccine
15055,15896,1900.4,vaccine
7404,10018,3354.9,vaccine
7693,10039,4749.9,vaccine
8525,12208,3827.8,vaccine
5848,8160,4877.8,vaccine
8307,8482,4103.3,vaccine
6453,7730,3644.4,vaccine
6445,7254,1622.1,vaccine
6931,7257,1692.2,vaccine
7411,7600,2290.2,vaccine
8404,10209,940.8,vaccine
8325,9181,4538.6,vaccine
6175,8318,2657.1,vaccine
6470,8325,2508.0,vaccine
17627,20083,3731.3,vaccine
7371,10147,2816.8,vaccine
6170,6240,2126.1,vaccine
8211,8533,3594.3,vaccine
8538,9403,2109.5,vaccine
